,Unnamed: 0.1,Unnamed: 0,home_team_name,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,away_team_name,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,matchweek,home_score,away_score,matchweek_num,home_GD_prior,away_GD_prior,home_GD_form,away_GD_form,home_Points_prior,away_Points_prior,home_Points_form,away_Points_form,B365A,B365D,B365H
142,142,142,Ingolstadt 04,Markus Suttner,Martin Hansen,Alfredo Morales,Mathew Leckie,Roger,Pascal Groß,Lukas Hinterseer,Marcel Tisserand,Florent Hadergjonaj,Marvin Matip,Almog Cohen,Freiburg,Alexander Schwolow,Çağlar Söyüncü,Manuel Gulde,Florian Niederlechner,Mike Frantz,Pascal Stenzel,Janik Haberer,Maximilian Philipp,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Matchweek 16,1,2,16,-12.0,-7.0,1.0,-2.0,12.0,20.0,10.0,5.0,3.75,3.3,2.1
143,143,143,Hertha BSC,Rune Jarstein,Peter Pekarík,Per Ciljan Skjelbred,Niklas Stark,Vladimír Darida,Salomon Kalou,Jens Hegeler,Valentin Stocker,Vedad Ibišević,Marvin Plattenhardt,Fabian Lustenberger,Darmstadt 98,Michael Esser,Aytaç Sulu,Mario Vrančić,Artem Fedetskyi,Jérôme Gondorf,Jan Rosenthal,Sandro Sirigu,Peter Niemeyer,Marcel Heller,Fabian Holland,Sven Schipplock,Matchweek 16,2,0,16,6.0,-17.0,-1.0,-6.0,27.0,8.0,7.0,0.0,6.25,3.9,1.57
144,144,144,Freiburg,Alexander Schwolow,Marc Torrejón,Manuel Gulde,Florian Niederlechner,Mike Frantz,Pascal Stenzel,Janik Haberer,Maximilian Philipp,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Bayern Munich,Manuel Neuer,Mats Hummels,Javi Martínez,Robert Lewandowski,Arjen Robben,Douglas Costa,Xabi Alonso,Philipp Lahm,Arturo Vidal,Thomas Müller,David Alaba,Matchweek 17,1,2,17,-6.0,29.0,2.0,11.0,23.0,39.0,8.0,15.0,1.22,6.5,13.0
145,145,145,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Johannes Geis,Sead Kolašinac,Max Meyer,Leon Goretzka,Eric Maxim Choupo-Moting,Dennis Aogo,Alessandro Schöpf,Naldo,Matija Nastasić,Ingolstadt 04,Markus Suttner,Martin Hansen,Alfredo Morales,Mathew Leckie,Roger,Pascal Groß,Dario Lezcano,Romain Brégerie,Florent Hadergjonaj,Marvin Matip,Almog Cohen,Matchweek 17,1,0,17,1.0,-13.0,-3.0,0.0,18.0,12.0,4.0,7.0,4.75,3.6,1.8
146,146,146,Werder Bremen,Jaroslav Drobný,Santiago García,Robert Bauer,Thomas Delaney,Clemens Fritz,Max Kruse,Claudio Pizarro,Niklas Moisander,Fin Bartels,Lamine Sané,Serge Gnabry,Dortmund,Roman Weidenfeller,Marco Reus,André Schürrle,Christian Pulisic,Shinji Kagawa,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Matthias Ginter,Marcel Schmelzer,Julian Weigl,Matchweek 17,1,2,17,-14.0,16.0,2.0,3.0,16.0,27.0,9.0,6.0,1.53,4.33,6.0
147,147,147,Darmstadt 98,Michael Esser,Leon Guwara,Alexander Milošević,Aytaç Sulu,Mario Vrančić,Jérôme Gondorf,Jan Rosenthal,Antonio Čolak,Sandro Sirigu,Marcel Heller,Fabian Holland,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Christoph Kramer,Mahmoud Dahoud,Thorgan Hazard,Raffael,Lars Stindl,Oscar Wendt,Jonas Hofmann,Tony Jantschke,Matchweek 17,0,0,17,-19.0,-10.0,-6.0,-4.0,8.0,16.0,0.0,4.0,1.91,3.6,4.0
148,148,148,Wolfsburg,Diego Benaglio,Jeffrey Bruma,Daniel Caligiuri,Paul-Georges Ntep,Yunus Mallı,Yannick Gerhardt,Luiz Gustavo,Josuha Guilavogui,Paul Seguin,Mario Gómez,Ricardo Rodríguez,Hamburger SV,Christian Mathenia,Douglas Santos,Bobby Wood,Lewis Holtby,Kyriakos Papadopoulos,Mërgim Mavraj,Filip Kostić,Albin Ekdal,Matthias Ostrzolek,Gōtoku Sakai,Nicolai Müller,Matchweek 17,1,0,17,-9.0,-17.0,-4.0,2.0,16.0,13.0,7.0,10.0,4.33,3.6,1.85
149,149,149,Augsburg,Marwin Hitz,Paul Verhaegh,Kostas Stafylidis,Jeffrey Gouweleeuw,Daniel Baier,Jonathan Schmid,Jan Morávek,Koo Ja-cheol,Ji Dong-won,Philipp Max,Martin Hinteregger,Hoffenheim,Oliver Baumann,Sebastian Rudy,Kerem Demirbay,Sandro Wagner,Steven Zuber,Nadiem Amiri,Mark Uth,Benjamin Hübner,Kevin Vogt,Niklas Süle,Philipp Ochs,Matchweek 17,0,2,17,-4.0,11.0,0.0,4.0,18.0,28.0,6.0,7.0,2.6,3.3,2.8
150,150,150,RB Leipzig,Péter Gulácsi,Bernardo,Willi Orban,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Timo Werner,Stefan Ilsanker,Marcel Halstenberg,Diego Demme,Marvin Compper,Eint Frankfurt,Lukáš Hrádecký,Jesús Vallejo,Bastian Oczipka,Mijat Gaćinović,Michael Hector,Ante Rebić,David Abraham,Makoto Hasebe,Timothy Chandler,Branimir Hrgota,Omar Mascarell,Matchweek 17,3,0,17,16.0,10.0,-1.0,2.0,36.0,29.0,9.0,8.0,6.0,3.8,1.62
151,151,151,Leverkusen,Bernd Leno,Aleksandar Dragović,Javier Hernández,Hakan Çalhanoğlu,Julian Baumgartlinger,Wendell,Julian Brandt,Ömer Toprak,Karim Bellarabi,Benjamin Henrichs,Kevin Kampl,Hertha BSC,Rune Jarstein,Peter Pekarík,Per Ciljan Skjelbred,Niklas Stark,Vladimír Darida,Alexander Esswein,Valentin Stocker,Vedad Ibišević,Marvin Plattenhardt,John Brooks,Fabian Lustenberger,Matchweek 17,3,1,17,-1.0,8.0,0.0,0.0,21.0,30.0,5.0,9.0,5.5,3.7,1.67
152,152,152,Mainz 05,Jonas Lössl,Danny Latza,Levin Öztunalı,Yoshinori Mutō,Stefan Bell,Jairo Samperio,Daniel Brosinski,Fabian Frei,Gaëtan Bussmann,Niko Bungert,Pablo de Blasis,Köln,Thomas Kessler,Dominique Heintz,Frederik Sørensen,Dominic Maroh,Marco Höger,Yuya Osako,Jonas Hector,Paweł Olkowski,Christian Clemens,Anthony Modeste,Konstantin Rausch,Matchweek 17,0,0,17,-4.0,6.0,-4.0,-4.0,20.0,25.0,3.0,4.0,3.0,3.3,2.4
153,153,153,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Johannes Geis,Sead Kolašinac,Leon Goretzka,Nabil Bentaleb,Eric Maxim Choupo-Moting,Guido Burgstaller,Alessandro Schöpf,Naldo,Matija Nastasić,Eint Frankfurt,Heinz Lindner,Jesús Vallejo,Bastian Oczipka,Mijat Gaćinović,Alexander Meier,David Abraham,Makoto Hasebe,Timothy Chandler,Aymen Barkok,Branimir Hrgota,Omar Mascarell,Matchweek 18,0,1,18,2.0,7.0,-1.0,-1.0,21.0,29.0,4.0,5.0,5.25,3.6,1.73
154,154,154,Darmstadt 98,Michael Esser,Alexander Milošević,Aytaç Sulu,Jérôme Gondorf,Jan Rosenthal,Terrence Boyd,Sandro Sirigu,Peter Niemeyer,Marcel Heller,Fabian Holland,Sidney Sam,Köln,Thomas Kessler,Dominique Heintz,Frederik Sørensen,Marco Höger,Yuya Osako,Jonas Hector,Paweł Olkowski,Christian Clemens,Leonardo Bittencourt,Anthony Modeste,Konstantin Rausch,Matchweek 18,1,6,18,-19.0,6.0,-4.0,0.0,9.0,26.0,1.0,4.0,2.15,3.3,3.6
155,155,155,Werder Bremen,Felix Wiedwald,Santiago García,Robert Bauer,Thomas Delaney,Max Kruse,Miloš Veljković,Claudio Pizarro,Zlatko Junuzović,Niklas Moisander,Lamine Sané,Serge Gnabry,Bayern Munich,Manuel Neuer,Mats Hummels,Franck Ribéry,Javi Martínez,Robert Lewandowski,Arjen Robben,Xabi Alonso,Philipp Lahm,Thomas Müller,David Alaba,Joshua Kimmich,Matchweek 18,1,2,18,-15.0,30.0,0.0,10.0,16.0,42.0,8.0,15.0,1.2,6.5,15.0
156,156,156,RB Leipzig,Péter Gulácsi,Bernardo,Willi Orban,Marcel Sabitzer,Naby Keïta,Yussuf Poulsen,Timo Werner,Stefan Ilsanker,Marcel Halstenberg,Diego Demme,Marvin Compper,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Sebastian Rudy,Kerem Demirbay,Sandro Wagner,Steven Zuber,Nadiem Amiri,Benjamin Hübner,Kevin Vogt,Niklas Süle,Andrej Kramarić,Matchweek 18,2,1,18,19.0,13.0,1.0,2.0,39.0,31.0,9.0,9.0,4.8,3.75,1.73
157,157,157,Ingolstadt 04,Markus Suttner,Martin Hansen,Alfredo Morales,Mathew Leckie,Roger,Pascal Groß,Dario Lezcano,Romain Brégerie,Florent Hadergjonaj,Marvin Matip,Almog Cohen,Hamburger SV,Christian Mathenia,Douglas Santos,Bobby Wood,Lewis Holtby,Kyriakos Papadopoulos,Michael Gregoritsch,Mërgim Mavraj,Luca Waldschmidt,Filip Kostić,Matthias Ostrzolek,Gōtoku Sakai,Matchweek 18,3,1,18,-14.0,-18.0,0.0,-1.0,12.0,13.0,6.0,9.0,3.6,3.2,2.2
158,158,158,Wolfsburg,Diego Benaglio,Jeffrey Bruma,Vieirinha,Paul-Georges Ntep,Yunus Mallı,Yannick Gerhardt,Luiz Gustavo,Josuha Guilavogui,Paul Seguin,Mario Gómez,Ricardo Rodríguez,Augsburg,Marwin Hitz,Jeffrey Gouweleeuw,Halil Altıntop,Jan Morávek,Koo Ja-cheol,Ji Dong-won,Raúl Bobadilla,Philipp Max,Raphael Framberger,Martin Hinteregger,Takashi Usami,Matchweek 18,1,2,18,-8.0,-6.0,-2.0,-2.0,19.0,18.0,9.0,5.0,4.0,3.5,1.95
159,159,159,Leverkusen,Bernd Leno,Jonathan Tah,Javier Hernández,Hakan Çalhanoğlu,Wendell,Julian Brandt,Charles Aránguiz,Ömer Toprak,Karim Bellarabi,Benjamin Henrichs,Kevin Kampl,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Christoph Kramer,Mahmoud Dahoud,Thorgan Hazard,Raffael,Lars Stindl,Oscar Wendt,Jonas Hofmann,Tony Jantschke,Matchweek 18,2,3,18,1.0,-10.0,2.0,-1.0,24.0,17.0,8.0,4.0,4.33,3.6,1.85
160,160,160,Freiburg,Alexander Schwolow,Marc Torrejón,Çağlar Söyüncü,Florian Niederlechner,Mike Frantz,Lukas Kübler,Janik Haberer,Maximilian Philipp,Nicolas Höfler,Christian Günter,Vincenzo Grifo,Hertha BSC,Rune Jarstein,Peter Pekarík,Per Ciljan Skjelbred,Niklas Stark,Vladimír Darida,Salomon Kalou,Valentin Stocker,Vedad Ibišević,Marvin Plattenhardt,John Brooks,Fabian Lustenberger,Matchweek 18,2,1,18,-7.0,6.0,1.0,-3.0,23.0,30.0,8.0,6.0,2.9,3.25,2.5
161,161,161,Mainz 05,Jonas Lössl,Giulio Donati,Danny Latza,Levin Öztunalı,Yoshinori Mutō,Stefan Bell,Jairo Samperio,Daniel Brosinski,Fabian Frei,Jean-Philippe Gbamin,Niko Bungert,Dortmund,Roman Bürki,Marco Reus,Raphaël Guerreiro,Pierre-Emerick Aubameyang,André Schürrle,Sokratis Papastathopoulos,Łukasz Piszczek,Gonzalo Castro,Matthias Ginter,Marcel Schmelzer,Julian Weigl,Matchweek 18,1,1,18,-4.0,17.0,-2.0,1.0,21.0,30.0,4.0,9.0,1.62,4.2,5.25
162,162,162,Hamburger SV,René Adler,Dennis Diekmeier,Bobby Wood,Lewis Holtby,Kyriakos Papadopoulos,Mërgim Mavraj,Filip Kostić,Albin Ekdal,Matthias Ostrzolek,Nicolai Müller,Gideon Jung,Leverkusen,Bernd Leno,Jonathan Tah,Admir Mehmedi,Julian Baumgartlinger,Wendell,Charles Aránguiz,Ömer Toprak,Kevin Volland,Karim Bellarabi,Benjamin Henrichs,Kevin Kampl,Matchweek 19,1,0,19,-20.0,0.0,-4.0,0.0,13.0,24.0,6.0,7.0,2.35,3.3,3.1
163,163,163,Köln,Thomas Kessler,Dominique Heintz,Frederik Sørensen,Marco Höger,Yuya Osako,Jonas Hector,Paweł Olkowski,Christian Clemens,Leonardo Bittencourt,Anthony Modeste,Konstantin Rausch,Wolfsburg,Diego Benaglio,Jeffrey Bruma,Vieirinha,Yunus Mallı,Yannick Gerhardt,Luiz Gustavo,Josuha Guilavogui,Maximilian Arnold,Paul Seguin,Mario Gómez,Ricardo Rodríguez,Matchweek 19,1,0,19,11.0,-9.0,5.0,2.0,29.0,19.0,7.0,9.0,3.75,3.4,2.05
164,164,164,Bayern Munich,Manuel Neuer,Mats Hummels,Javi Martínez,Robert Lewandowski,Arjen Robben,Douglas Costa,Rafinha,Xabi Alonso,Juan Bernat,Arturo Vidal,Thomas Müller,Schalke 04,Ralf Fährmann,Benedikt Höwedes,Sead Kolašinac,Leon Goretzka,Nabil Bentaleb,Benjamin Stambouli,Daniel Caligiuri,Guido Burgstaller,Alessandro Schöpf,Holger Badstuber,Naldo,Matchweek 19,1,1,19,31.0,1.0,6.0,-1.0,45.0,21.0,15.0,4.0,13.0,7.5,1.2
165,165,165,Hoffenheim,Oliver Baumann,Pavel Kadeřábek,Sebastian Rudy,Kerem Demirbay,Steven Zuber,Nadiem Amiri,Mark Uth,Benjamin Hübner,Kevin Vogt,Niklas Süle,Andrej Kramarić,Mainz 05,Jonas Lössl,Giulio Donati,Danny Latza,Yoshinori Mutō,Jhon Córdoba,Stefan Bell,Jairo Samperio,Daniel Brosinski,André Ramalho,Niko Bungert,Pablo de Blasis,Matchweek 19,4,0,19,12.0,-4.0,1.0,-1.0,31.0,22.0,6.0,5.0,4.33,3.8,1.8
166,166,166,Hertha BSC,Rune Jarstein,Peter Pekarík,Vladimír Darida,Salomon Kalou,Valentin Stocker,Sebastian Langkamp,Vedad Ibišević,Genki Haraguchi,John Brooks,Fabian Lustenberger,Maximilian Mittelstädt,Ingolstadt 04,Markus Suttner,Martin Hansen,Anthony Jung,Alfredo Morales,Roger,Pascal Groß,Dario Lezcano,Romain Brégerie,Max Christiansen,Florent Hadergjonaj,Marvin Matip,Matchweek 19,1,0,19,5.0,-12.0,-3.0,1.0,30.0,15.0,3.0,9.0,3.8,3.1,2.15
167,167,167,Gladbach,Yann Sommer,Andreas Christensen,Jannik Vestergaard,Christoph Kramer,Mahmoud Dahoud,Thorgan Hazard,Raffael,Lars Stindl,Oscar Wendt,Tony Jantschke,André Hahn,Freiburg,Alexander Schwolow,Çağlar Söyüncü,Manuel Gulde,Amir Abrashi,Florian Niederlechner,Mike Frantz,Lukas Kübler,Nils Petersen,Janik Haberer,Christian Günter,Vincenzo Grifo,Matchweek 19,3,0,19,-9.0,-6.0,-1.0,1.0,20.0,26.0,7.0,10.0,4.75,3.8,1.73
168,168,168,Dortmund,Roman Bürki,Marc Bartra,Ousmane Dembélé,Marco Reus,Raphaël Guerreiro,Pierre-Emerick Aubameyang,Sokratis Papastathopoulos,Łukasz Piszczek,Marcel Schmelzer,Julian Weigl,Erik Durm,RB Leipzig,Péter Gulácsi,Bernardo,Willi Orban,Rani Khedira,Naby Keïta,Yussuf Poulsen,Stefan Ilsanker,Marcel Halstenberg,Dominik Kaiser,Davie Selke,Marvin Compper,Matchweek 19,1,0,19,17.0,20.0,1.0,3.0,31.0,42.0,7.0,9.0,5.25,3.8,1.67
169,169,169,Augsburg,Marwin Hitz,Paul Verhaegh,Jeffrey Gouweleeuw,Halil Altıntop,Jonathan Schmid,Koo Ja-cheol,Dominik Kohr,Ji Dong-won,Raúl Bobadilla,Philipp Max,Martin Hinteregger,Werder Bremen,Felix Wiedwald,Robert Bauer,Thomas Delaney,Max Kruse,Miloš Veljković,Zlatko Junuzović,Ulisses Garcia,Fin Bartels,Theodor Gebre Selassie,Lamine Sané,Serge Gnabry,Matchweek 19,3,2,19,-5.0,-16.0,0.0,-2.0,21.0,16.0,7.0,5.0,3.5,3.5,2.1
