,HomePlayer_Overall_sd,HomePlayer_Overall_mean_ln,AwayPlayer_Overall_sd,AwayPlayer_Overall_mean_ln,home_GD_form,home_Points_form,away_GD_form,away_Points_form,B365A,B365D,B365H
0,2.8730724763822884,4.298439605784655,1.489356175728901,4.372732725436439,0.0,0.0,0.0,0.0,2.45,3.3,2.8
1,4.649535656189962,4.242527702267984,1.6624188291872672,4.287728779546804,0.0,0.0,0.0,0.0,4.2,3.2,1.95
2,2.659459958850156,4.349148909330619,3.074824459143229,4.34778899850009,0.0,0.0,0.0,0.0,3.5,3.5,2.05
3,2.2401298663653004,4.266060559715776,3.266914028977081,4.297011942519524,0.0,0.0,0.0,0.0,2.7,3.3,2.55
4,1.4832396974191326,4.26248343248066,3.828125579777321,4.321106416638435,0.0,0.0,0.0,0.0,2.2,3.4,3.25
5,3.1708903252155305,4.284575036624188,2.891995221924885,4.300911113564139,0.0,0.0,0.0,0.0,4.0,3.4,1.91
6,6.779648690281552,4.405644446238586,2.841254524453462,4.269610255369586,0.0,0.0,0.0,0.0,21.0,9.0,1.1
7,3.042128441493793,4.280886867316952,3.255764119219941,4.3299010470807495,0.0,0.0,0.0,0.0,2.1,3.4,3.4
8,4.31487911976475,4.432852117513722,3.22490309931942,4.247519808756737,0.0,0.0,0.0,0.0,29.0,11.0,1.06
9,3.266914028977082,4.283276654331788,3.101319367330914,4.384739163900978,0.0,0.0,0.0,0.0,1.5,4.0,7.0
10,5.623004696617444,4.2557540995056495,2.1825756260978366,4.264806621340109,-2.0,0.0,0.0,1.0,3.75,3.4,2.0
11,3.173756019722888,4.348918318499958,2.766684921443975,4.294778342226661,0.0,1.0,1.0,3.0,5.5,4.2,1.55
12,3.2641301221834667,4.256553670012483,2.786330268226716,4.287288942365069,-2.0,0.0,2.0,3.0,2.2,3.3,3.3
13,1.3751033019046572,4.370460617676873,2.935673997258861,4.279682755794223,-1.0,0.0,-2.0,0.0,9.0,5.0,1.33
14,2.370270410350224,4.390683051106692,1.4832396974191326,4.26248343248066,0.0,1.0,1.0,3.0,13.0,5.75,1.22
15,3.227720839568041,4.29331888783743,2.56195947736032,4.340932176469868,0.0,1.0,0.0,1.0,2.88,3.2,2.5
16,3.330301651638946,4.331059140333244,6.435695907839479,4.4003881216123295,2.0,3.0,3.0,3.0,1.57,4.2,5.0
17,1.640399064529449,4.291474469041278,3.0659419433511785,4.289636526023326,-1.0,0.0,0.0,1.0,3.2,3.3,2.25
18,4.6122366887148445,4.308362752311736,3.4745830358083647,4.423493211218045,-1.0,0.0,2.0,3.0,1.36,5.0,7.5
19,2.4083189157584592,4.27615330079005,6.007570980929738,4.274465387380788,-3.0,0.0,1.0,3.0,3.4,3.2,2.2
